orderID,address,subject_city_province_zip,effective_date,municipality_district,site_dimensions,lot_size_sf,units_sq_ft,year_built,structure_type,roofing,effective_age,style,construction,remaining_economic_life,windows,basement,exterior_finish,basement_area,foundation_walls,flooring,plumbing_lines,heating,fuel_type,water_heater,cooling,room_count,num_beds,room_total,main_lvl_area,second_lvl_area,third_lvl_area,gla,subject_age,num_baths,condition
4769110,5551 Sentinal Sq Halifax NS B3K4A8,Halifax NS B3K4A8,Apr/29/2025,Halifax,Condominium Property,n/a,SqFt,1974,Condominium,"Membrane, Asphalt Shingle",15,2 Storey,Concrete Foundation & Floors,55,Vinyl,Full/Part Finished,Brick,382,Concrete,Laminate,"Copper, PEX, ABS",Electric Baseboard,Electric,Electric,None,6,3,6,580,656,,1236 SqFt,51,2,Average
4769269,84339 Kent Line Brussels ON N0G1H0,Brussels ON N0G1H0,Apr/23/2025,"Township of Huron East, Region of Huron Perth",101.39' x 527',1.22  Acres,Acres,2022,Detached,Asphalt/Fiberglass Shingle,3,Bungalow,Wood,77,PVC,Full/Finished,Vinyl,1700,Concrete,Carpet,"Copper, PEX, ABS",Forced Air,Propane,Electric,Central Air,6,2,6,1700,,,1700 SqFt,2022,2:0,Average
4770115,224 Blackhorse Dr Kemptville ON K0G 1J0,Kemptville ON K0G 1J0,Apr/30/2025,"Kemptville, ON",72.7 x Irregular,7059 SqFt,SqFt,2021 +/-,Detached,Asphalt/Fiberglass Shingle,4,Bungalow,Wood,66,OtherInput,Full/Finished,"stone, stucco, siding",1992,Poured Concrete,"hardwood, ceramic",OtherInput,Forced Air,forced air gas,Natural Gas,Central Air,7,3,8,1992,,,1992 SqFt,2021 +/-,3:0,Good
4770310,174 South St Gananoque ON K7G1A2,Gananoque ON K7G1A2,Apr/30/2025,Gananoque,54' x 120',6480 SqFt,SqFt,1900,Detached,Asphalt Shingle,20,2 Storey,Wood Frame,60,Vinyl,Cellar,Vinyl Siding,952,Stone,"Hardwood, ceramic","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,8,3,8,1290,952,,2242 SqFt,125,2:1,Average
4771097,401 540 Talbot Pl Gananoque ON K7G3C6,Gananoque ON K7G3C6,Apr/25/2025,Gananoque,N/A Condominium,N/A Condominium,SqFt,1990,Condominium,Asphalt Shingle,15,1 Storey,Wood,60,Vinyl,Condo Common,Brick,0,Poured Concrete,Laminate,"Copper, PEX, ABS",Electric Baseboard,Electric,Electric,None,5,2,5,758,,,758 SqFt,35,1:0,Average
4771029,120 CASTLEGROVE RD NE Calgary AB T3J1T5,Calgary AB T3J1T5,Apr/28/2025,"Calgary, AB / Castleridge",13.72m x 29.87m,416 SqM,SqM,2015,Detached,Asphalt Shingle,10,2 Storey,Wood,55,Vinyl,Full/Finished,Stucco,1000,Poured Concrete,Carpet,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,None,9,5,9,,,,2231.68 SqFt,2015,3F,Good
4771641,53 Lucas Place NW Calgary AB T3P2E2,Calgary AB T3P2E2,Apr/28/2025,"Calgary, AB / Livingston",7.72m x 33.0m,255 SqM,SqM,2024,Detached,Asphalt Shingle,1,3 Storey,Wood,64,Vinyl,Full/Unfinished,"Siding, Stone",850,Poured Concrete,Vinyl,"Copper, PEX, ABS",Forced Air,Natural Gas,Tankless/Instant,None,8,4,8,,,,2115 SqFt,2024,3F 1H,Good
4772017,323 TARACOVE ESTATE DR NE Calgary AB T3J5A1,Calgary AB T3J5A1,Apr/30/2025,"Calgary, AB / Taradale",10.36m x 31.99m,332 SqM,SqM,2004,Detached,Asphalt,15,Bi-Level,Wood,50,PVC,Full/Finished,Vinyl,1000,Concrete,Vinyl,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,None,6,3,6,1149,,,1149 SqFt,2004,2F,Good
4772152,9449 Hidden Valley Dr NW Calgary AB T3A5T1,Calgary AB T3A5T1,Apr/25/2025,"Calgary, AB / Hidden Valley",11.71 m x 32.56 m,381 SqM,SqM,1998,Detached,Asphalt Shingle,15,2 Storey,Wood,50,Vinyl,"Full, Walkout",Siding,543,Poured Concrete,"carpet, linoleum, hardwood, laminate, ceramic,","Copper, PEX, ABS",Forced Air,Natural Gas,50 US Gallons,Central Air,8,3,8,579,793,,1372 SqFt,1998,1:1,Good
4775892,84 Carleton Pl Brampton ON L6T3Z4,Brampton ON L6T3Z4,Apr/30/2025,"Region of Peel, City of Brampton",Condominium property-as per deed,n/a-condo land,SqFt,1975,Townhouse,Asphalt/Fiberglass Shingle,20,2 Storey,Wood,40,PVC,Full/Finished,Brick Veneer/Vinyl Siding,567,Concrete,Hardwood,Copper,Forced Air,Natural Gas,Natural Gas,Central Air,6,3,6,567,611,,1178 SqFt,50,1:1,Average
4776066,299 Everoak Dr SW Calgary AB T2Y0A5,Calgary AB T2Y0A5,Apr/30/2025,"Calgary, AB / Evergreen",9.7 m x 35.5 m,344 SqM,SqM,2007,Detached,Asphalt Shingle,10,2 Storey,Wood,55,Vinyl,Full/Finished,"Stone, Stucco",1269,Poured Concrete,"carpet, ceramic, hardwood,","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,9,3,9,1269,934,,2203 SqFt,2007,2:1,Excellent
4773295,52 Pyle Rd Lowbanks ON N0A1K0,Lowbanks ON N0A1K0,May/02/2025,"Community of Lowbanks, Regional Municipality of Haldimand",176.54 F x Irregular,0.5ac,SqFt,1950,Detached,Asphalt shingles,25,1 Storey,Wood frame,45,Vinyl,"Part basement, Crawlspace",Vinyl siding,750,Concrete,"Laminate, Linoleum",Copper/Abs,Forced Air,Natural Gas,Natural Gas,Central Air,6,2,6,1675,,,1675 SqFt,1950,1:1,Average
4775247,12 Mcdougall St NW Langdon AB T0J1X2,Langdon AB T0J1X2,Apr/30/2025,"Langdon, AB",18.70m x 50.0m,931 SqM,SqM,2003,Detached,Asphalt Shingle,15,2 Storey,Wood,50,Vinyl,Full/Finished,"Stone, Siding",800,Poured Concrete,Vinyl,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,7,3,7,,,,1952 SqFt,2003,2F 1H,Good
4773534,44041 Hendershot Rd Lowbanks ON N0A1K0,Lowbanks ON N0A1K0,May/02/2025,"Community of Lowbanks, Regional Municipality of Haldimand County",5 Acres,5 Acres,Acres,1988,Detached,Rubber shingle,25,Split Level,Wood frame,45,Vinyl,Part/Full Finished,"Brick, Vinyl siding",1695,Poured concrete,"Vinyl plank, Hardwood, Ceramic tile, Carpet","Copper, PEX, ABS","Forced air, Radiant in-floor heating",Natural Gas,Natural Gas,Central Air,8,4,8,479,2294,,2773 SqFt,1988,2:1,Average
4773833,4315 CONCESSION RD 4 N/A S Amherstburg ON N9V2Y8,Amherstburg ON N9V2Y8,Apr/30/2025,10 - 15 (Amherstburg - Malden Centre),138 x 167,23046 SqFt,SqFt,1885,Detached,Asphalt/Fiberglass Shingle,40,2 Storey,Wood,60,PVC,Full/Unfinished,Stone,1152,Concrete,Ceramic,Copper,Forced Air,Natural Gas,Hot Water Tank,Central Air,9,4,10,1152,1152,,2304 SqFt,140,2:0,Fair
4776648,576 Chesham Pl Kingston ON K7M5T5,Kingston ON K7M5T5,May/01/2025,Kingston,60.51' x 142.74' - Irregular,"10,014 SqFt",SqFt,1972,Detached,Asphalt Shingle,15,1 Storey,Wood Frame,60,Vinyl,Full/Finished,"Brick Veneer, Vinyl Siding",1050,Poured Concrete,"Hardwood, laminate, ceramic, carpet","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,5,2+2,5,1050,,,1050 SqFt,53,2:0,Average
4777578,260 Boulder Creek Cres Langdon AB T0J 1X3,Langdon AB T0J 1X3,May/01/2025,"Langdon, AB / Boulder Creek",21.90 m x 40.08 m,878 SqM,SqM,2015,Detached,Asphalt/Fiberglass Shingle,5,2 Storey,Concrete,60,Vinyl,Full Finished/Walkout,Vinyl siding and stone,620,Concrete,Hardwood,Mixed,Forced Air,Natural Gas,Natural Gas,Central Air,9,3,9,953,1108,,2061 SqFt,10,3:1,Good
4776534,29 Timberline Crt SW Calgary AB T3H6C8,Calgary AB T3H6C8,May/02/2025,"Calgary, AB / Springbank Hill",10.36m x 30.08m,699 SqM,SqM,2022,Detached,Asphalt,New,2 Storey,Wood,65,Vinyl,Full Finished/Walkout,Brick / Composite,1500,Concrete,Hardwood,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,8,3,8,,,,3543.10 SqFt,2022,3F 1H,Good
4776574,58 Copperleaf Terr SE Calgary AB T2Z0H9,Calgary AB T2Z0H9,May/02/2025,City of Calgary/Copperfield,15.03 m x 35.00 m,4768 SqFt,SqFt,2008,Detached,Asphalt Shingle,10,2 Storey,Wood,55,Vinyl,Full/Finished,Vinyl Siding,950+/-,Concrete,"Carpet, tile and hardwood","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,None,7,3,7,1060,1292,,2352 SqFt,17,3:1,Good
4777828,32 Hilborn St Grand Valley ON L9W6V1,Grand Valley ON L9W6V1,May/01/2025,,45.28 X 108.60,4919 sqft,,,,,,2 Storey,,,,Full/Unfinished,,,,,,,,,,,,,,,,2385 SqFt,4,,Good
4778535,1633 27 AVE SW Calgary AB T2T1G7,Calgary AB T2T1G7,May/06/2025,"Calgary, AB  South Calgary",15.23m x 38.07m,580 SqM,SqM,1971,Fourplex,Asphalt/Fiberglass Shingle,30,Bi-Level,Wood,35,Vinyl,Full/Finished,Brick / Stucco,186,Concrete,Vinyl plank,Mixed,Forced Air for each unit,Natural Gas,Water heater for each unit,None,12,8,12,,,,186 SqM,1981,4F,Average
4778557,3666 Douglas Woods Hts SE Calgary AB T2Z2G4,Calgary AB T2Z2G4,May/06/2025,City of Calgary/Douglasdale/Glen,44.0Ft x 131.0Ft,5791 SqFt,SqFt,1992,Detached,Asphalt Shingle,10,Bungalow,Wood,55,Vinyl,Full/Finished,Vinyl Siding,857,Concrete,"Hardwood, tile, carpet, linoleum",Mixed,Forced Air,Natural Gas,Natural Gas,Central Air,5,2,5,1290,,,1290 SqFt,33,3:0,Good
4779669,81 Eastforest Trail Kitchener ON N2N3M3,Kitchener ON N2N3M3,May/06/2025,"City of Kitchener, Region of Waterloo",31.53' x 115',3625 SqFt,SqFt,1999,Detached,Asphalt/Fiberglass Shingle,8,2 Storey,Wood,72,PVC,Full/Finished,Brick Veneer/Vinyl Siding,621,Concrete,Laminate,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,6,3,6,621,830,,1451 SqFt,26,1:1,Average
4778791,603 223 PRINCESS ST Kingston ON K7L0G8,Kingston ON K7L0G8,May/05/2025,City of Greater Kingston,Condo Common Property,n/a,SqFt,New,Condominium,Tar and Gravel,1,1 Storey,Concrete,70+,Vinyl,n/a,Stone/Brick Veneer,0,Concrete,"Laminate, ceramic","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,5,2,5,678,,,678 SqFt,New,2:0,Good
4778794,501 223 PRINCESS ST Kingston ON K7L0G8,Kingston ON K7L0G8,May/05/2025,City of Kingston,Condo Common Property,na,SqFt,New,Condominium,Tar and Gravel,1,1 Storey,Concrete,70,Vinyl,n/a,Stone/Brick Veneer,0,Concrete,"Laminate, ceramic","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,5,2,5,665,,,665 sf,New,2:0,Good
4778797,718 223 PRINCESS ST Kingston ON K7L0G8,Kingston ON K7L0G8,May/05/2025,City of Greater Kingston,Condo Common Property,n/a,SqFt,New,Condominium,Tar and Gravel,1,1 Storey,Concrete,70+,Vinyl,n/a,Stone/Brick Veneer,0,Concrete,"Laminate, ceramic","Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,Central Air,5,1,5,584,,,584 sf,New,1:0,Good
4778326,184 Sandpiper Cir NW Calgary AB T3K3P4,Calgary AB T3K3P4,May/05/2025,"Calgary, AB / Sandstone Valley",10.05m x 45.23m,759 SqM,SqM,1988,Detached,Asphalt/Fiberglass Shingle,15,4 Level Split,Wood,50,PVC,Full/Finished,Stucco,1000,Concrete,Vinyl,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,None,7,3,7,1045.37,701.43,,1746.79 SqFt,1988,2F 1H,Good
4758996,160 Marquis Pl SE Airdrie AB T4A1Y7,Airdrie AB T4A1Y7,Apr/09/2025,"Airdrie, AB / Meadowbrook",14.32m x 37.80m,541 SqM,SqM,1979,Detached,Asphalt,25,4 Level Split,Wood,35,Vinyl,Part Finished/Walkout,Vinyl,1000,Concrete,Linoleum,"Copper, PEX, ABS",Forced Air,Natural Gas,Natural Gas,None,6,3,6,,,,1144 SqFt,1979,1F 1H,Average
4775785,1841 Fisk Rd Odessa ON K0H2H0,Odessa ON K0H2H0,Apr/30/2025,"Loyalist Township, County of Lennox and Addington",830' x Irregular,10 Acres,Acres,1900,Detached,Metal,20,2 Storey,Wood Frame,50,Vinyl,Cellar,Vinyl Siding,800,Stone/Concrete Block,"Hardwood, vinyl, ceramic, laminate","Copper, PEX, ABS",Forced Air,Oil,Electric,Central Air,10,5,10,1517,621,,"2,138 SqFt",125,2:0,Average
4775292,64232 COUNTY RD 3 East Garafraxa ON L9W7J4,East Garafraxa ON L9W7J4,May/02/2025,"Township of East Garafraxa, County of Dufferin",223.32' x 1966.85',10 Acres,Acres,1977,Detached,Asphalt Shingle,15,Bungalow,Wood,65,Vinyl,Full/Unfinished,Brick,1850,Concrete,"hardwood, ceramic, vinyl,","Copper, PEX, ABS","heat pump, electric, baseboard",Electric,Propane,Heat Pump,10,5,10,2250,,,2250 SqFt,48,3:0,Average
4723364,1050 John F. Scott Rd Kingston ON K7L4V3,Kingston ON K7L4V3,Feb/13/2025,Kingston,1531.45' x Irregular,14 Acres,Acres,1920,Detached,Metal,40,2 Storey,Wood Frame,40,Vinyl,Cellar,Stucco,627,Stone,"Hardwood, laminate","Copper, PEX, ABS",Forced Air,Propane,Electric,Central Air,7,3,7,627,627,,1254 SqFt,105,1:1,Average
